,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,artist_genres,artist_pop,song_genre
1301,0.279,0.995,1,-4.381,1,0.16,0.0001,0.418,0.153,0.0972,90.199,audio_features,6VaiUuzoKJKNx3Cj2WJsc7,spotify:track:6VaiUuzoKJKNx3Cj2WJsc7,https://api.spotify.com/v1/tracks/6VaiUuzoKJKNx3Cj2WJsc7,https://api.spotify.com/v1/audio-analysis/6VaiUuzoKJKNx3Cj2WJsc7,291440,4,Angel Of Death,Slayer,"['alternative metal', 'death metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",67,heavy metal
1302,0.667,0.662,7,-9.295,0,0.035,0.53,0.723,0.22,0.62,79.523,audio_features,2Lx9qpN7NgiWD4rgSQRBGH,spotify:track:2Lx9qpN7NgiWD4rgSQRBGH,https://api.spotify.com/v1/tracks/2Lx9qpN7NgiWD4rgSQRBGH,https://api.spotify.com/v1/audio-analysis/2Lx9qpN7NgiWD4rgSQRBGH,298373,4,Midnight In A Perfect World,DJ Shadow,"['big beat', 'downtempo', 'electronica', 'hip hop', 'trip hop', 'turntablism']",62,hip-hop
1303,0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649,audio_features,1L8SrVwjhIRsUdM7TkQprW,spotify:track:1L8SrVwjhIRsUdM7TkQprW,https://api.spotify.com/v1/tracks/1L8SrVwjhIRsUdM7TkQprW,https://api.spotify.com/v1/audio-analysis/1L8SrVwjhIRsUdM7TkQprW,237080,3,Where the Wild Roses Grow,Nick Cave & The Bad Seeds,"['art rock', 'permanent wave']",64, rock.
1304,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,audio_features,56NkIxSZZiMpFP5ZNSxtnT,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391,4,Someday,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",76,rock
1305,0.801,0.93,9,-7.365,1,0.0354,0.0806,0.152,0.0558,0.967,133.255,audio_features,7CqleiaEqHVazV19P532X9,spotify:track:7CqleiaEqHVazV19P532X9,https://api.spotify.com/v1/tracks/7CqleiaEqHVazV19P532X9,https://api.spotify.com/v1/audio-analysis/7CqleiaEqHVazV19P532X9,221320,4,Life During Wartime - 2005 Remaster,Talking Heads,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",69,new wave
1306,0.767,0.626,9,-8.408,1,0.036,0.188,1.03e-05,0.327,0.715,125.206,audio_features,6gVonza2jBVEuQPRRR7N1b,spotify:track:6gVonza2jBVEuQPRRR7N1b,https://api.spotify.com/v1/tracks/6gVonza2jBVEuQPRRR7N1b,https://api.spotify.com/v1/audio-analysis/6gVonza2jBVEuQPRRR7N1b,141000,4,Shakin' All Over,Johnny Kidd & The Pirates,"['british invasion', 'merseybeat', 'rock-and-roll', 'rockabilly']",37,rock
1307,0.457,0.825,8,-7.611,1,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,audio_features,3cahGAUUQ0n55EjLBs2Wjo,spotify:track:3cahGAUUQ0n55EjLBs2Wjo,https://api.spotify.com/v1/tracks/3cahGAUUQ0n55EjLBs2Wjo,https://api.spotify.com/v1/audio-analysis/3cahGAUUQ0n55EjLBs2Wjo,201173,4,Today - 2011 Remaster,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",73,alternative rock
1308,0.318,0.654,0,-9.293,1,0.0311,7.82e-05,0.0742,0.112,0.352,134.748,audio_features,61E8w4M1XI9PSYjWNXIRkA,spotify:track:61E8w4M1XI9PSYjWNXIRkA,https://api.spotify.com/v1/tracks/61E8w4M1XI9PSYjWNXIRkA,https://api.spotify.com/v1/audio-analysis/61E8w4M1XI9PSYjWNXIRkA,277813,4,Ceremony - 2011 Total Version,New Order,"['alternative rock', 'art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",67,new wave
1309,0.485,0.802,4,-5.475,0,0.0265,0.00302,0.291,0.0805,0.635,89.971,audio_features,67nkKj0cFCkMllKKvPH0uu,spotify:track:67nkKj0cFCkMllKKvPH0uu,https://api.spotify.com/v1/tracks/67nkKj0cFCkMllKKvPH0uu,https://api.spotify.com/v1/audio-analysis/67nkKj0cFCkMllKKvPH0uu,270880,4,Something in the Air,Thunderclap Newman,"['classic uk pop', 'folk rock']",36,rock
1310,0.506,0.416,3,-15.141,1,0.045,0.2,0.00274,0.0775,0.716,170.172,audio_features,7EeiHkQqRXaCCpULM0oUro,spotify:track:7EeiHkQqRXaCCpULM0oUro,https://api.spotify.com/v1/tracks/7EeiHkQqRXaCCpULM0oUro,https://api.spotify.com/v1/audio-analysis/7EeiHkQqRXaCCpULM0oUro,210400,4,Into The Mystic,Van Morrison,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",72, rock.
1311,0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,audio_features,0shK5iZQppbHPQYiy60xs9,spotify:track:0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/tracks/0shK5iZQppbHPQYiy60xs9,https://api.spotify.com/v1/audio-analysis/0shK5iZQppbHPQYiy60xs9,324373,4,Rosa Parks,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",75,hip hop
1312,0.54,0.84,7,-4.66,1,0.0357,0.0245,0.0403,0.08,0.851,130.474,audio_features,0AljhdLK2srvY1T5HWFnuM,spotify:track:0AljhdLK2srvY1T5HWFnuM,https://api.spotify.com/v1/tracks/0AljhdLK2srvY1T5HWFnuM,https://api.spotify.com/v1/audio-analysis/0AljhdLK2srvY1T5HWFnuM,141253,4,Panic (2008 Remastered Version),The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",76, a song about the fear of nuclear war.
1313,0.377,0.937,5,-4.898,1,0.0649,5.17e-05,0.578,0.0676,0.375,120.532,audio_features,7J7z5NYNlEwv5cIcjbNVHi,spotify:track:7J7z5NYNlEwv5cIcjbNVHi,https://api.spotify.com/v1/tracks/7J7z5NYNlEwv5cIcjbNVHi,https://api.spotify.com/v1/audio-analysis/7J7z5NYNlEwv5cIcjbNVHi,251333,4,Obstacle 1,Interpol,"['alternative rock', 'indie rock', 'modern rock', 'rock']",65,indie rock
1314,0.728,0.249,5,-15.429,1,0.0328,0.327,0.216,0.0875,0.452,93.683,audio_features,6TVfRcgeZJFZ6563OhFVE2,spotify:track:6TVfRcgeZJFZ6563OhFVE2,https://api.spotify.com/v1/tracks/6TVfRcgeZJFZ6563OhFVE2,https://api.spotify.com/v1/audio-analysis/6TVfRcgeZJFZ6563OhFVE2,195800,4,Streets of Philadelphia,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",79, rock.
1315,0.265,0.536,2,-7.893,0,0.0492,0.674,0.00561,0.188,0.435,63.54,audio_features,5AuRANkevd4i2skRa17Qxt,spotify:track:5AuRANkevd4i2skRa17Qxt,https://api.spotify.com/v1/tracks/5AuRANkevd4i2skRa17Qxt,https://api.spotify.com/v1/audio-analysis/5AuRANkevd4i2skRa17Qxt,134080,4,Remember (Walkin' In The Sand),The Shangri-Las,"['brill building pop', 'classic girl group']",43, a pop song.
1316,0.444,0.888,2,-8.668,1,0.0394,0.378,0.0,0.471,0.793,142.623,audio_features,2JsrUviElh0ZbkRljq4ZfJ,spotify:track:2JsrUviElh0ZbkRljq4ZfJ,https://api.spotify.com/v1/tracks/2JsrUviElh0ZbkRljq4ZfJ,https://api.spotify.com/v1/audio-analysis/2JsrUviElh0ZbkRljq4ZfJ,206005,4,Suffragette City - 2012 Remastered Version,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",78,rock
1317,0.352,0.727,6,-12.256,1,0.0352,0.00579,2.9e-06,0.313,0.426,85.385,audio_features,6pXcyjABZyf6LKzL4wsj9k,spotify:track:6pXcyjABZyf6LKzL4wsj9k,https://api.spotify.com/v1/tracks/6pXcyjABZyf6LKzL4wsj9k,https://api.spotify.com/v1/audio-analysis/6pXcyjABZyf6LKzL4wsj9k,212827,4,I'm Stranded,The Saints,"['australian alternative rock', 'australian rock', 'garage rock', 'post-punk', 'protopunk', 'pub rock', 'punk', 'punk blues']",38,punk rock
1318,0.444,0.703,7,-9.443,1,0.0641,0.00112,0.0761,0.127,0.419,106.228,audio_features,64Ret7Tf2M8pDE4aqbW2tX,spotify:track:64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/tracks/64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/audio-analysis/64Ret7Tf2M8pDE4aqbW2tX,447440,4,One,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",83,heavy metal
1319,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,audio_features,0SxFyA4FqmEQqZVuAlg8lf,spotify:track:0SxFyA4FqmEQqZVuAlg8lf,https://api.spotify.com/v1/tracks/0SxFyA4FqmEQqZVuAlg8lf,https://api.spotify.com/v1/audio-analysis/0SxFyA4FqmEQqZVuAlg8lf,260666,4,The First Time Ever I Saw Your Face,Roberta Flack,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",62,folk
1320,0.665,0.844,10,-6.164,0,0.0501,0.00963,0.000215,0.311,0.902,119.978,audio_features,1wap9wHVL6wzhmQOuyhwMH,spotify:track:1wap9wHVL6wzhmQOuyhwMH,https://api.spotify.com/v1/tracks/1wap9wHVL6wzhmQOuyhwMH,https://api.spotify.com/v1/audio-analysis/1wap9wHVL6wzhmQOuyhwMH,277688,4,White Noise,Disclosure,"['edm', 'house', 'pop', 'uk dance']",73, electronic dance music.
1321,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,audio_features,5o4yGlG0PfeVUa6ClIyOxq,spotify:track:5o4yGlG0PfeVUa6ClIyOxq,https://api.spotify.com/v1/tracks/5o4yGlG0PfeVUa6ClIyOxq,https://api.spotify.com/v1/audio-analysis/5o4yGlG0PfeVUa6ClIyOxq,162586,4,Boys,Charli XCX,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",77,pop
1322,0.301,0.385,2,-10.755,1,0.0323,0.604,0.0,0.0799,0.275,171.836,audio_features,4jdtLLyEL7wY0TlCdMKhxq,spotify:track:4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/tracks/4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/audio-analysis/4jdtLLyEL7wY0TlCdMKhxq,679107,3,Sad-Eyed Lady of the Lowlands,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",72,folk
1323,0.768,0.331,0,-15.038,1,0.0412,0.0116,0.000113,0.0783,0.298,119.19,audio_features,4fip7UWzXWW2Yp2D8Yj9aA,spotify:track:4fip7UWzXWW2Yp2D8Yj9aA,https://api.spotify.com/v1/tracks/4fip7UWzXWW2Yp2D8Yj9aA,https://api.spotify.com/v1/audio-analysis/4fip7UWzXWW2Yp2D8Yj9aA,255733,4,Beds Are Burning,Midnight Oil,"['australian rock', 'rock']",60,rock
1324,0.358,0.554,2,-12.927,0,0.0381,0.354,1.3e-06,0.218,0.419,147.743,audio_features,5YgCmkSdGukXqK3fJlX4pQ,spotify:track:5YgCmkSdGukXqK3fJlX4pQ,https://api.spotify.com/v1/tracks/5YgCmkSdGukXqK3fJlX4pQ,https://api.spotify.com/v1/audio-analysis/5YgCmkSdGukXqK3fJlX4pQ,179173,4,I Had Too Much to Dream (Last Night),The Electric Prunes,"['acid rock', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock']",37,the electric prunes are an american psychedelic rock band.
1325,0.502,0.0766,7,-23.612,0,0.0591,0.934,0.838,0.107,0.381,134.766,audio_features,6UgmVIVyznBDdkpqkKyc1O,spotify:track:6UgmVIVyznBDdkpqkKyc1O,https://api.spotify.com/v1/tracks/6UgmVIVyznBDdkpqkKyc1O,https://api.spotify.com/v1/audio-analysis/6UgmVIVyznBDdkpqkKyc1O,141427,3,Between The Bars,Elliott Smith,"['alternative rock', 'indie rock', 'melancholia', 'rock', 'singer-songwriter']",65,indie rock
1326,0.764,0.759,1,-5.443,0,0.0413,0.00903,0.0,0.0746,0.937,128.999,audio_features,7lsFHOFeMyWiqaKrESLudT,spotify:track:7lsFHOFeMyWiqaKrESLudT,https://api.spotify.com/v1/tracks/7lsFHOFeMyWiqaKrESLudT,https://api.spotify.com/v1/audio-analysis/7lsFHOFeMyWiqaKrESLudT,234240,4,Ready For The Floor,Hot Chip,"['alternative dance', 'art pop', 'dance rock', 'electronica', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']",56,indie dance
1327,0.547,0.706,7,-8.226,1,0.0353,0.647,1.26e-06,0.49,0.963,159.525,audio_features,7jPKMlLGZAMnGntHaFeU12,spotify:track:7jPKMlLGZAMnGntHaFeU12,https://api.spotify.com/v1/tracks/7jPKMlLGZAMnGntHaFeU12,https://api.spotify.com/v1/audio-analysis/7jPKMlLGZAMnGntHaFeU12,108867,4,Rave On,Buddy Holly,"['adult standards', 'bubblegum pop', 'classic rock', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",58,rock and roll
1328,0.541,0.847,11,-6.52,1,0.0297,0.303,0.271,0.109,0.62,148.937,audio_features,3pcCifdPTc2BbqmWpEhtUd,spotify:track:3pcCifdPTc2BbqmWpEhtUd,https://api.spotify.com/v1/tracks/3pcCifdPTc2BbqmWpEhtUd,https://api.spotify.com/v1/audio-analysis/3pcCifdPTc2BbqmWpEhtUd,220609,4,Burn the Witch,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",80, alternative rock.
1329,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,audio_features,4nAJtcmiyoL0ARY5WZY9IN,spotify:track:4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/tracks/4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/audio-analysis/4nAJtcmiyoL0ARY5WZY9IN,153533,4,Rebel Rouser,Duane Eddy,"['adult standards', 'rock-and-roll', 'rockabilly', 'surf music']",44,rockabilly
1330,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,audio_features,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz,257400,4,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",78,rap
1331,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,3trS6e40JCVUOpPVt5OdHj,spotify:track:3trS6e40JCVUOpPVt5OdHj,https://api.spotify.com/v1/tracks/3trS6e40JCVUOpPVt5OdHj,https://api.spotify.com/v1/audio-analysis/3trS6e40JCVUOpPVt5OdHj,193147,4,Adorn,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",80, r&b.
1332,0.763,0.509,10,-13.175,0,0.512,0.000389,0.0118,0.0907,0.856,179.261,audio_features,54GIRM92Dw2Qu1lhKNpNBN,spotify:track:54GIRM92Dw2Qu1lhKNpNBN,https://api.spotify.com/v1/tracks/54GIRM92Dw2Qu1lhKNpNBN,https://api.spotify.com/v1/audio-analysis/54GIRM92Dw2Qu1lhKNpNBN,327733,4,I Can't Live Without My Radio,LL COOL J,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",63,rap
1333,0.357,0.866,4,-6.324,1,0.0411,0.00191,0.114,0.0815,0.721,129.071,audio_features,5ikdUUm6JbnEVnp35c7dvy,spotify:track:5ikdUUm6JbnEVnp35c7dvy,https://api.spotify.com/v1/tracks/5ikdUUm6JbnEVnp35c7dvy,https://api.spotify.com/v1/audio-analysis/5ikdUUm6JbnEVnp35c7dvy,492947,4,I Am the Resurrection - Remastered,The Stone Roses,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'rock']",61," from their album, the stone roses."
1334,0.441,0.948,2,-4.939,1,0.0791,0.00841,0.172,0.243,0.458,137.045,audio_features,0shPL30nWzEkJzPZ2Anb2m,spotify:track:0shPL30nWzEkJzPZ2Anb2m,https://api.spotify.com/v1/tracks/0shPL30nWzEkJzPZ2Anb2m,https://api.spotify.com/v1/audio-analysis/0shPL30nWzEkJzPZ2Anb2m,243800,4,Do The Strand,Roxy Music,"['art rock', 'classic rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",62,glam rock
1335,0.555,0.897,4,-3.469,1,0.0293,0.361,0.94,0.536,0.965,131.712,audio_features,1IRc0Va0Nt1BZ1SJ8B6bi3,spotify:track:1IRc0Va0Nt1BZ1SJ8B6bi3,https://api.spotify.com/v1/tracks/1IRc0Va0Nt1BZ1SJ8B6bi3,https://api.spotify.com/v1/audio-analysis/1IRc0Va0Nt1BZ1SJ8B6bi3,184627,4,Happy,The Rolling Stones,"['british invasion', 'classic rock', 'rock']",79,rock
1336,0.49,0.668,9,-11.162,1,0.0434,2.27e-05,0.364,0.0606,0.688,157.596,audio_features,3RDlzZEn1xT2PYSLCbYNKF,spotify:track:3RDlzZEn1xT2PYSLCbYNKF,https://api.spotify.com/v1/tracks/3RDlzZEn1xT2PYSLCbYNKF,https://api.spotify.com/v1/audio-analysis/3RDlzZEn1xT2PYSLCbYNKF,236307,4,Typical Girls,The Slits,"['alternative rock', 'no wave', 'post-punk', 'punk', 'riot grrrl', 'uk post-punk']",40, about the pressure that society puts on women to conform to certain standards.
1337,0.402,0.892,9,-7.373,1,0.0302,0.0509,0.0,0.345,0.951,134.927,audio_features,2hIGz0CXlqA2ukeuUl8DYP,spotify:track:2hIGz0CXlqA2ukeuUl8DYP,https://api.spotify.com/v1/tracks/2hIGz0CXlqA2ukeuUl8DYP,https://api.spotify.com/v1/audio-analysis/2hIGz0CXlqA2ukeuUl8DYP,151707,4,I'll Feel a Whole Lot Better,The Byrds,"['art rock', 'beatlesque', 'blues rock', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",57,the byrds are a folk rock band.
1338,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4,Break on Through (To the Other Side),The Doors,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",73,rock
1339,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,audio_features,5TWPfkeN07aERO0Yn2D2t2,spotify:track:5TWPfkeN07aERO0Yn2D2t2,https://api.spotify.com/v1/tracks/5TWPfkeN07aERO0Yn2D2t2,https://api.spotify.com/v1/audio-analysis/5TWPfkeN07aERO0Yn2D2t2,252773,4,Rhiannon,Fleetwood Mac,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",81,rock
1340,0.554,0.696,10,-9.267,0,0.0284,0.00702,0.00011,0.346,0.459,86.036,audio_features,2AS1h6NKoBzCoxlnmddOjI,spotify:track:2AS1h6NKoBzCoxlnmddOjI,https://api.spotify.com/v1/tracks/2AS1h6NKoBzCoxlnmddOjI,https://api.spotify.com/v1/audio-analysis/2AS1h6NKoBzCoxlnmddOjI,236200,3,Army Of Me,Björk,"['art pop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave']",64, alternative rock.
1341,0.738,0.561,0,-9.643,1,0.0475,0.076,4.24e-05,0.141,0.721,122.679,audio_features,7IWRBwbiWJ14YZcDHHmjf8,spotify:track:7IWRBwbiWJ14YZcDHHmjf8,https://api.spotify.com/v1/tracks/7IWRBwbiWJ14YZcDHHmjf8,https://api.spotify.com/v1/audio-analysis/7IWRBwbiWJ14YZcDHHmjf8,178360,4,Love Train,The O'Jays,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",60, soul.
1342,0.465,0.381,4,-14.195,1,0.0316,0.529,0.00835,0.111,0.227,126.372,audio_features,1qbn6QrHG8XfnqVFKgNzKP,spotify:track:1qbn6QrHG8XfnqVFKgNzKP,https://api.spotify.com/v1/tracks/1qbn6QrHG8XfnqVFKgNzKP,https://api.spotify.com/v1/audio-analysis/1qbn6QrHG8XfnqVFKgNzKP,387733,4,Not Dark Yet,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",72,folk
1343,0.479,0.846,1,-5.202,1,0.0419,0.453,0.00597,0.0479,0.863,112.676,audio_features,4UD7tiR9sNbtrmHgpYAq65,spotify:track:4UD7tiR9sNbtrmHgpYAq65,https://api.spotify.com/v1/tracks/4UD7tiR9sNbtrmHgpYAq65,https://api.spotify.com/v1/audio-analysis/4UD7tiR9sNbtrmHgpYAq65,226107,4,Love Hangover,Diana Ross,"['adult standards', 'dance pop', 'disco', 'motown', 'quiet storm', 'soul']",67,r&b
1344,0.572,0.786,8,-8.469,1,0.0642,0.519,0.00093,0.11,0.952,188.115,audio_features,6cb0HzFQPN4BGADOmSzPCw,spotify:track:6cb0HzFQPN4BGADOmSzPCw,https://api.spotify.com/v1/tracks/6cb0HzFQPN4BGADOmSzPCw,https://api.spotify.com/v1/audio-analysis/6cb0HzFQPN4BGADOmSzPCw,174867,4,ABC,The Jackson 5,"['adult standards', 'motown']",77, a pop song.
1345,0.302,0.916,4,-5.626,1,0.0468,0.00188,0.000376,0.111,0.501,147.12,audio_features,6aNKQ3WbLFdFGohJ9a9M4E,spotify:track:6aNKQ3WbLFdFGohJ9a9M4E,https://api.spotify.com/v1/tracks/6aNKQ3WbLFdFGohJ9a9M4E,https://api.spotify.com/v1/audio-analysis/6aNKQ3WbLFdFGohJ9a9M4E,233573,4,That's When I Reach for My Revolver,Mission Of Burma,"['alternative pop', 'alternative rock', 'boston rock', 'gbvfi', 'post-hardcore', 'post-punk', 'punk', 'punk blues']",35,post-punk
1346,0.683,0.9,7,-7.506,1,0.105,0.0146,0.0706,0.296,0.616,103.625,audio_features,51Gkc1TxvyQ9K8y0pQRmQM,spotify:track:51Gkc1TxvyQ9K8y0pQRmQM,https://api.spotify.com/v1/tracks/51Gkc1TxvyQ9K8y0pQRmQM,https://api.spotify.com/v1/audio-analysis/51Gkc1TxvyQ9K8y0pQRmQM,213293,4,Been Caught Stealing,Jane's Addiction,"['alternative metal', 'alternative rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'permanent wave', 'pop rock', 'rap rock', 'rock']",57, alternative rock.
1347,0.261,0.0748,10,-21.048,1,0.0447,0.95,0.000134,0.105,0.106,62.027,audio_features,5s5N8kSizrNMAhcCvFnYjg,spotify:track:5s5N8kSizrNMAhcCvFnYjg,https://api.spotify.com/v1/tracks/5s5N8kSizrNMAhcCvFnYjg,https://api.spotify.com/v1/audio-analysis/5s5N8kSizrNMAhcCvFnYjg,208133,3,Song to the Siren,Tim Buckley,"['art rock', 'cosmic american', 'country rock', 'experimental', 'folk', 'folk rock', 'psychedelic folk', 'psychedelic rock', 'roots rock', 'singer-songwriter']",45,folk
1348,0.414,0.939,0,-2.887,1,0.047,0.0884,0.000612,0.81,0.748,123.091,audio_features,09TpJe9jnom4mB2DDhZKkB,spotify:track:09TpJe9jnom4mB2DDhZKkB,https://api.spotify.com/v1/tracks/09TpJe9jnom4mB2DDhZKkB,https://api.spotify.com/v1/audio-analysis/09TpJe9jnom4mB2DDhZKkB,215000,4,Do You Want To,Franz Ferdinand,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",68,indie rock
1349,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,audio_features,5PsUB0ISfQxRLhF5DmI5Ks,spotify:track:5PsUB0ISfQxRLhF5DmI5Ks,https://api.spotify.com/v1/tracks/5PsUB0ISfQxRLhF5DmI5Ks,https://api.spotify.com/v1/audio-analysis/5PsUB0ISfQxRLhF5DmI5Ks,263000,4,Don't Speak,No Doubt,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']",67, alternative rock.
1350,0.638,0.632,9,-7.589,1,0.029,0.000904,0.0406,0.115,0.349,114.992,audio_features,3AAdbLZWOptsP8ViSj71RD,spotify:track:3AAdbLZWOptsP8ViSj71RD,https://api.spotify.com/v1/tracks/3AAdbLZWOptsP8ViSj71RD,https://api.spotify.com/v1/audio-analysis/3AAdbLZWOptsP8ViSj71RD,306532,4,Realiti,Grimes,"['art pop', 'canadian electropop', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']",70,electronic
1351,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4,Funkytown - Single Version,Lipps Inc.,"['disco', 'minneapolis sound']",60,dance
1352,0.459,0.187,7,-9.326,1,0.0361,0.922,0.0,0.0939,0.0625,96.983,audio_features,0PHTufT46ytsqcH8OsQHvp,spotify:track:0PHTufT46ytsqcH8OsQHvp,https://api.spotify.com/v1/tracks/0PHTufT46ytsqcH8OsQHvp,https://api.spotify.com/v1/audio-analysis/0PHTufT46ytsqcH8OsQHvp,266493,4,Laura,Bat For Lashes,"['alternative dance', 'art pop', 'brighton indie', 'chamber psych', 'dark pop', 'dream pop', 'electronica', 'electropop', 'etherpop', 'metropopolis', 'neo-synthpop', 'new rave']",46, indie rock.
1353,0.638,0.438,2,-7.137,1,0.0469,0.911,0.212,0.0994,0.639,137.761,audio_features,1NXNzUYSCC57tzzCE2UQVN,spotify:track:1NXNzUYSCC57tzzCE2UQVN,https://api.spotify.com/v1/tracks/1NXNzUYSCC57tzzCE2UQVN,https://api.spotify.com/v1/audio-analysis/1NXNzUYSCC57tzzCE2UQVN,199587,4,Begin The Beguine,Artie Shaw,"['adult standards', 'big band', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vocal jazz']",47,jazz
